,Date,Peak_Eccentric_Force,Peak_Concentric_Force,Jump_Height,Leg,Player
362,3/25/24,1493.802302,1874.486704,4.53466165,Right,Charlie Broccoli
363,2/11/24,1449.091115,1985.724003,5.572572927,Right,Charlie Broccoli
364,1/1/24,1462.586346,1867.946923,4.186097516,Right,Charlie Broccoli
365,5/19/24,1399.899911,1992.868901,6.279791498,Right,Charlie Broccoli
366,3/15/24,1446.485341,2062.357196,5.734439592,Right,Charlie Broccoli
367,2/23/24,1281.721639,1933.2492,5.220045897,Right,Charlie Broccoli
368,3/21/24,1421.214821,2128.184573,4.971530675,Right,Charlie Broccoli
369,5/7/24,1353.139225,2022.31981,5.438065527,Right,Charlie Broccoli
370,10/29/23,1586.250304,2020.362077,7.435325424,Right,Charlie Broccoli
371,3/23/24,1209.82607,1894.182379,5.885371956,Right,Charlie Broccoli
372,2/1/24,1574.602434,1925.34527,4.602577183,Right,Charlie Broccoli
373,1/15/24,1306.059371,1903.151402,5.016130833,Right,Charlie Broccoli
374,6/17/24,1507.433811,1943.218719,5.374579604,Right,Charlie Broccoli
375,6/20/24,1364.346506,1799.883654,5.344473849,Right,Charlie Broccoli
376,4/10/24,1302.990672,2088.23912,7.625228387,Right,Charlie Broccoli
377,12/21/23,1424.628443,1958.261256,8.666232939,Right,Charlie Broccoli
378,11/29/23,1441.488943,1805.026394,7.511146991,Right,Charlie Broccoli
379,10/9/23,1322.491579,1913.494534,5.071604061,Right,Charlie Broccoli
380,1/11/24,1498.853504,1984.898825,3.384166293,Right,Charlie Broccoli
381,4/28/24,1527.894466,2199.207374,8.906445764,Right,Charlie Broccoli
382,1/9/24,1383.957613,1943.602034,4.904920856,Right,Charlie Broccoli
383,5/18/24,1523.475084,1927.245264,7.417889321,Right,Charlie Broccoli
384,1/31/24,1484.244293,2340.50847,5.458798416,Right,Charlie Broccoli
385,12/8/23,1388.99674,1947.843896,4.91380128,Right,Charlie Broccoli
386,6/2/24,1432.428993,1961.826655,7.12097583,Right,Charlie Broccoli
387,2/10/24,1327.450054,2126.000056,7.355610296,Right,Charlie Broccoli
388,10/21/23,1240.31974,2275.439101,4.558726939,Right,Charlie Broccoli
389,12/20/23,1105.969152,1974.10096,7.163058939,Right,Charlie Broccoli
390,6/4/24,1567.402836,1981.641899,6.334421798,Right,Charlie Broccoli
391,3/28/24,1399.454499,1884.582492,5.606630173,Right,Charlie Broccoli
392,12/29/23,1426.054187,2069.548541,4.105524687,Right,Charlie Broccoli
393,1/12/24,1378.057813,1935.709616,3.118356738,Right,Charlie Broccoli
394,10/17/23,1549.869222,2027.760607,7.296720576,Right,Charlie Broccoli
395,11/17/23,1465.639409,2146.949545,5.932705169,Right,Charlie Broccoli
396,3/27/24,1237.069187,1945.548189,7.655927716,Right,Charlie Broccoli
397,6/1/24,1500.818691,1865.986431,5.360563093,Right,Charlie Broccoli
398,10/12/23,1461.067196,1921.234406,4.536104366,Right,Charlie Broccoli
399,1/21/24,1398.463331,1968.470223,6.697614533,Right,Charlie Broccoli
400,11/4/23,1657.941186,1937.674204,4.983221284,Right,Charlie Broccoli
401,12/17/23,1527.682886,1993.667387,7.254221577,Left,Trey Cabbage
402,12/18/23,1475.878651,1859.010339,5.881408631,Left,Trey Cabbage
403,1/22/24,1220.77407,2013.131077,6.726288342,Left,Trey Cabbage
404,10/14/23,1561.230884,2096.829951,8.340577313,Left,Trey Cabbage
405,12/1/23,1435.914144,2191.632059,6.385162831,Left,Trey Cabbage
406,6/7/24,1503.306436,2047.461571,6.464956747,Left,Trey Cabbage
407,4/24/24,1503.188539,2004.99873,6.677625143,Left,Trey Cabbage
408,6/8/24,1526.879789,2118.308888,5.634802784,Left,Trey Cabbage
409,4/8/24,1473.815125,2024.522753,8.207827856,Left,Trey Cabbage
410,5/29/24,1512.040655,2134.383703,6.139856863,Left,Trey Cabbage
411,3/30/24,1512.177796,2093.265675,5.614773045,Left,Trey Cabbage
412,5/16/24,1576.21359,2030.924651,9.259809676,Left,Trey Cabbage
413,3/11/24,1423.97702,2046.89935,3.799475738,Left,Trey Cabbage
414,2/15/24,1554.429375,1997.353749,6.417571286,Left,Trey Cabbage
415,2/19/24,1503.685143,2073.792884,7.016182532,Left,Trey Cabbage
416,1/29/24,1432.10006,2145.230332,6.749115452,Left,Trey Cabbage
417,12/14/23,1541.472677,2176.129913,6.433687008,Left,Trey Cabbage
418,12/2/23,1452.886446,2024.646479,6.252683415,Left,Trey Cabbage
419,5/15/24,1557.922262,2103.400562,5.967011647,Left,Trey Cabbage
420,3/3/24,1611.201337,1990.949523,8.596511331,Left,Trey Cabbage
421,10/5/23,1458.457777,1901.961559,8.595796897,Left,Trey Cabbage
422,10/22/23,1314.598511,2050.661859,5.887734074,Left,Trey Cabbage
423,2/21/24,1308.002261,2129.695395,6.160333789,Left,Trey Cabbage
424,12/10/23,1506.209827,1942.750953,6.185252201,Left,Trey Cabbage
425,4/25/24,1497.918361,2049.663738,7.507810062,Left,Trey Cabbage
426,3/29/24,1594.639049,1985.02971,7.12802852,Left,Trey Cabbage
427,4/4/24,1494.94714,2017.909829,7.471785176,Left,Trey Cabbage
428,11/8/23,1578.423558,2059.097436,8.343928638,Left,Trey Cabbage
429,5/17/24,1503.226772,2060.48908,8.502367641,Left,Trey Cabbage
430,11/10/23,1559.38683,2052.110138,5.351607506,Left,Trey Cabbage
431,1/3/24,1408.587139,2131.913014,6.197201807,Left,Trey Cabbage
432,1/30/24,1508.178901,1968.938782,9.007001659,Left,Trey Cabbage
433,10/31/23,1468.559204,2036.04969,6.036974022,Left,Trey Cabbage
434,10/10/23,1369.721002,1944.084038,7.49897111,Left,Trey Cabbage
435,5/14/24,1558.729805,2068.725866,6.043714104,Left,Trey Cabbage
436,11/27/23,1646.180761,2088.033585,7.881469405,Left,Trey Cabbage
437,10/30/23,1490.584741,2090.947665,7.921840066,Left,Trey Cabbage
438,11/28/23,1463.450448,2156.584293,6.745937536,Left,Trey Cabbage
439,3/12/24,1399.782245,2164.604655,6.322971134,Left,Trey Cabbage
440,5/11/24,1494.89432,1954.945105,6.470915021,Left,Trey Cabbage
441,4/5/24,1412.268596,1982.493868,6.085133135,Left,Trey Cabbage
442,11/18/23,1569.959878,1988.09898,7.225190925,Left,Trey Cabbage
443,2/24/24,1515.125229,2200.028248,7.124005111,Left,Trey Cabbage
444,4/15/24,1605.365494,1950.318534,6.79369662,Left,Trey Cabbage
445,5/25/24,1533.761335,2042.494045,7.107537386,Left,Trey Cabbage
446,11/13/23,1643.2007,1799.275855,6.695812866,Left,Trey Cabbage
447,5/4/24,1615.358697,2062.618486,6.929975328,Left,Trey Cabbage
448,10/19/23,1383.698446,1984.667419,7.517210778,Left,Trey Cabbage
449,4/26/24,1363.27796,1957.772978,6.716858834,Left,Trey Cabbage
450,2/3/24,1519.535335,2088.865054,7.809725494,Left,Trey Cabbage
451,3/5/24,1593.302535,2144.710685,7.676961998,Left,Trey Cabbage
452,4/11/24,1445.535605,2014.303574,5.666262314,Left,Trey Cabbage
453,6/12/24,1426.025751,2057.413437,5.677674669,Left,Trey Cabbage
454,5/10/24,1489.594565,2048.675287,4.43709877,Left,Trey Cabbage
455,12/5/23,1350.524,2067.322465,5.548833345,Left,Trey Cabbage
456,2/18/24,1311.862616,2003.734064,7.378964476,Left,Trey Cabbage
457,10/28/23,1492.386137,2064.917455,6.950448698,Left,Trey Cabbage
458,6/18/24,1421.443785,2023.49856,8.15913369,Left,Trey Cabbage
459,3/19/24,1353.053131,2032.961053,6.572536176,Left,Trey Cabbage
460,3/2/24,1505.314823,2080.954694,7.50423898,Left,Trey Cabbage
461,5/27/24,1438.606345,2067.133907,6.911507771,Left,Trey Cabbage
462,3/25/24,1479.697756,1913.687439,6.408430836,Left,Trey Cabbage
463,2/11/24,1474.009889,1994.499857,7.663788969,Left,Trey Cabbage
464,1/1/24,1628.720078,2038.524273,9.224246424,Left,Trey Cabbage
465,5/19/24,1439.836185,2056.986493,9.519912315,Left,Trey Cabbage
466,3/15/24,1511.249331,2063.22171,6.051535873,Left,Trey Cabbage
467,2/23/24,1428.857901,1879.231688,4.726237081,Left,Trey Cabbage
468,3/21/24,1517.289234,1967.479142,5.347520337,Left,Trey Cabbage
469,5/7/24,1484.410131,2136.232476,4.998810072,Left,Trey Cabbage
470,10/29/23,1413.84573,2159.216666,8.955996425,Left,Trey Cabbage
471,3/23/24,1458.981493,2145.381669,7.730143642,Left,Trey Cabbage
472,2/1/24,1296.908348,2114.741529,7.898708136,Left,Trey Cabbage
473,1/15/24,1535.782631,2162.678593,5.118357318,Left,Trey Cabbage
474,6/17/24,1489.300689,2005.981901,6.925445808,Left,Trey Cabbage
475,6/20/24,1609.181752,2030.468658,7.563272184,Left,Trey Cabbage
476,4/10/24,1407.119455,2167.928453,4.168797663,Left,Trey Cabbage
477,12/21/23,1419.534759,2122.426025,7.406797416,Left,Trey Cabbage
478,11/29/23,1440.317907,1853.610789,5.471303013,Left,Trey Cabbage
479,10/9/23,1493.378583,2169.652581,4.565472423,Left,Trey Cabbage
480,1/11/24,1551.43483,1885.557977,5.932980612,Left,Trey Cabbage
481,4/28/24,1455.633225,1985.647373,8.283895884,Left,Trey Cabbage
482,1/9/24,1469.049673,1987.832374,8.609718091,Left,Trey Cabbage
483,5/18/24,1509.979221,2108.8539,6.419596983,Left,Trey Cabbage
484,1/31/24,1506.542346,2145.406704,5.30305419,Left,Trey Cabbage
485,12/8/23,1574.600501,2048.146663,6.279650819,Left,Trey Cabbage
486,6/2/24,1562.451326,1967.302654,7.507333189,Left,Trey Cabbage
487,2/10/24,1594.151251,2146.582609,4.508696373,Left,Trey Cabbage
488,10/21/23,1326.659777,1957.509532,6.156793095,Left,Trey Cabbage
489,12/20/23,1576.667065,1992.301478,7.321760248,Left,Trey Cabbage
490,6/4/24,1547.272733,1931.405038,9.16937791,Left,Trey Cabbage
491,3/28/24,1483.912026,2036.092203,9.147224111,Left,Trey Cabbage
492,12/29/23,1593.748007,2071.589122,6.201058681,Left,Trey Cabbage
493,1/12/24,1493.433614,2076.975031,6.158791857,Left,Trey Cabbage
494,10/17/23,1413.009034,2063.333529,5.201103649,Left,Trey Cabbage
495,11/17/23,1596.265488,1880.243091,8.989298828,Left,Trey Cabbage
496,3/27/24,1572.439214,2040.270463,7.601525806,Left,Trey Cabbage
497,6/1/24,1422.940265,2173.395791,5.407713808,Left,Trey Cabbage
498,10/12/23,1591.855728,2057.4676,7.200853234,Left,Trey Cabbage
499,1/21/24,1381.799741,2216.880593,6.032027289,Left,Trey Cabbage
500,11/4/23,1488.590608,1988.014007,10.43944844,Left,Trey Cabbage
501,12/17/23,1330.800702,2054.700662,5.633704313,Right,Trey Cabbage
502,12/18/23,1468.979863,2037.347069,5.893826857,Right,Trey Cabbage
503,1/22/24,1402.462723,2162.720159,8.799874124,Right,Trey Cabbage
504,10/14/23,1085.771974,2154.243996,4.788616175,Right,Trey Cabbage
505,12/1/23,1476.566748,2103.217249,4.544608982,Right,Trey Cabbage
506,6/7/24,1661.138409,2086.942832,6.000154,Right,Trey Cabbage
507,4/24/24,1426.707488,1837.576817,6.053276208,Right,Trey Cabbage
508,6/8/24,1190.061243,1812.081012,3.371550123,Right,Trey Cabbage
509,4/8/24,1444.555647,1890.253902,4.730463425,Right,Trey Cabbage
510,5/29/24,1499.481522,2056.516291,5.674359956,Right,Trey Cabbage
511,3/30/24,1489.525363,1872.353503,7.964124603,Right,Trey Cabbage
512,5/16/24,1425.2484,2021.266296,6.867192148,Right,Trey Cabbage
513,3/11/24,1489.258834,1949.687411,5.813863599,Right,Trey Cabbage
514,2/15/24,1263.818682,2176.245659,4.097926366,Right,Trey Cabbage
515,2/19/24,1454.787473,1783.347231,6.953379101,Right,Trey Cabbage
516,1/29/24,1474.745857,1960.146279,5.897702743,Right,Trey Cabbage
517,12/14/23,1470.844579,2122.362677,5.398683338,Right,Trey Cabbage
518,12/2/23,1534.886724,1855.222261,5.516215283,Right,Trey Cabbage
519,5/15/24,1474.213394,1943.4209,4.388173581,Right,Trey Cabbage
520,3/3/24,1230.880611,1797.882338,4.438687753,Right,Trey Cabbage
521,10/5/23,1465.824701,2118.64361,7.995658616,Right,Trey Cabbage
522,10/22/23,1427.560543,1975.335504,6.779551176,Right,Trey Cabbage
523,2/21/24,1284.396344,2257.282052,5.675962988,Right,Trey Cabbage
524,12/10/23,1554.562829,2348.28435,7.179600344,Right,Trey Cabbage
525,4/25/24,1418.32639,1923.993644,6.302906931,Right,Trey Cabbage
526,3/29/24,1398.103094,2132.64588,7.556258838,Right,Trey Cabbage
527,4/4/24,1479.374759,1865.563562,4.855137436,Right,Trey Cabbage
528,11/8/23,1524.881204,2064.463237,5.519694213,Right,Trey Cabbage
529,5/17/24,1333.090706,1901.005716,4.048970326,Right,Trey Cabbage
530,11/10/23,1546.595043,1997.287358,7.465270277,Right,Trey Cabbage
531,1/3/24,1290.302139,2135.877432,4.242096648,Right,Trey Cabbage
532,1/30/24,1541.408732,2098.804387,5.771290538,Right,Trey Cabbage
533,10/31/23,1302.381482,2147.813198,6.341983996,Right,Trey Cabbage
534,10/10/23,1569.457239,2237.6016,5.940985914,Right,Trey Cabbage
535,5/14/24,1398.686904,1975.132237,3.548307552,Right,Trey Cabbage
536,11/27/23,1577.101663,2013.556244,8.146666774,Right,Trey Cabbage
537,10/30/23,1514.452553,1900.346081,4.435970168,Right,Trey Cabbage
538,11/28/23,1472.153406,1904.832756,5.611353014,Right,Trey Cabbage
539,3/12/24,1602.730839,1899.513981,3.379588187,Right,Trey Cabbage
540,5/11/24,1353.660986,1955.972857,4.216530302,Right,Trey Cabbage
541,4/5/24,1261.59506,1954.534605,4.871040368,Right,Trey Cabbage
542,11/18/23,1244.437282,2085.522598,6.937061673,Right,Trey Cabbage
543,2/24/24,1335.629336,2019.691315,5.529448803,Right,Trey Cabbage
544,4/15/24,1657.824883,2036.033716,7.041075886,Right,Trey Cabbage
545,5/25/24,1491.980969,1747.122147,7.025572201,Right,Trey Cabbage
546,11/13/23,1447.501248,1925.153518,5.460703582,Right,Trey Cabbage
547,5/4/24,1231.170785,2141.592499,7.399162321,Right,Trey Cabbage
548,10/19/23,1363.964279,2032.054123,5.021751111,Right,Trey Cabbage
549,4/26/24,1509.730262,1924.324337,6.740890121,Right,Trey Cabbage
550,2/3/24,1372.524083,1849.254593,4.121049066,Right,Trey Cabbage
551,3/5/24,1352.936888,1910.531212,5.16936803,Right,Trey Cabbage
552,4/11/24,1279.40347,1773.157977,4.943485609,Right,Trey Cabbage
553,6/12/24,1497.178692,1865.935263,5.690665547,Right,Trey Cabbage
554,5/10/24,1605.503707,1978.757288,7.314783139,Right,Trey Cabbage
555,12/5/23,1644.485068,2073.030268,7.360982246,Right,Trey Cabbage
556,2/18/24,1447.401219,1854.325046,5.436553082,Right,Trey Cabbage
557,10/28/23,1207.003301,2183.3063,3.295255131,Right,Trey Cabbage
558,6/18/24,1518.81095,2083.236242,4.68531412,Right,Trey Cabbage
559,3/19/24,1276.482124,2044.07691,5.821228728,Right,Trey Cabbage
560,3/2/24,1391.678001,2074.22778,6.493082935,Right,Trey Cabbage
561,5/27/24,1483.459562,1970.532946,4.775572943,Right,Trey Cabbage
562,3/25/24,1256.783972,1865.438875,7.148005881,Right,Trey Cabbage
563,2/11/24,1385.162678,1887.827,5.621284342,Right,Trey Cabbage
564,1/1/24,1659.634272,1983.176204,4.28822648,Right,Trey Cabbage
565,5/19/24,1312.404934,1960.519153,6.576438273,Right,Trey Cabbage
566,3/15/24,1395.842584,1877.500364,4.36413967,Right,Trey Cabbage
567,2/23/24,1511.953975,1954.934505,8.964931303,Right,Trey Cabbage
568,3/21/24,1427.174164,1994.29869,7.913047541,Right,Trey Cabbage
569,5/7/24,1522.32361,1958.950933,6.633487705,Right,Trey Cabbage
570,10/29/23,1472.729675,2063.691342,7.979472717,Right,Trey Cabbage
571,3/23/24,1480.426826,1868.19468,6.259349529,Right,Trey Cabbage
572,2/1/24,1445.513992,1977.912796,4.829678405,Right,Trey Cabbage
573,1/15/24,1270.071951,1810.780743,6.796543832,Right,Trey Cabbage
574,6/17/24,1687.836646,2143.874267,5.938130022,Right,Trey Cabbage
575,6/20/24,1743.378366,2139.332336,5.3152546,Right,Trey Cabbage
576,4/10/24,1491.826178,2069.097793,7.550698111,Right,Trey Cabbage
577,12/21/23,1465.236121,1980.789988,5.84413708,Right,Trey Cabbage
578,11/29/23,1672.13875,2033.323201,5.074196418,Right,Trey Cabbage
579,10/9/23,1336.063492,2232.899775,4.023788095,Right,Trey Cabbage
580,1/11/24,1447.063828,1859.088232,8.495023963,Right,Trey Cabbage
581,4/28/24,1422.855526,1978.973245,7.182484054,Right,Trey Cabbage
582,1/9/24,1553.062391,2166.328868,4.809764877,Right,Trey Cabbage
583,5/18/24,1250.418952,1930.496327,5.588456312,Right,Trey Cabbage
584,1/31/24,1475.768409,1979.758266,6.073754481,Right,Trey Cabbage
585,12/8/23,1436.883995,1861.765255,4.932157182,Right,Trey Cabbage
586,6/2/24,1430.660503,1950.4624,6.53839673,Right,Trey Cabbage
587,2/10/24,1295.677004,1926.768157,5.420785719,Right,Trey Cabbage
588,10/21/23,1538.060846,1936.242529,3.578114607,Right,Trey Cabbage
589,12/20/23,1227.436557,1960.738043,4.877433191,Right,Trey Cabbage
590,6/4/24,1519.338703,1964.374462,6.734389697,Right,Trey Cabbage
591,3/28/24,1272.260229,1891.342867,5.912326531,Right,Trey Cabbage
592,12/29/23,1650.373538,2232.841392,7.107435909,Right,Trey Cabbage
593,1/12/24,1606.199173,1789.68699,8.122589935,Right,Trey Cabbage
594,10/17/23,1608.149226,1881.828757,3.158853074,Right,Trey Cabbage
595,11/17/23,1427.174505,2113.938603,6.357752372,Right,Trey Cabbage
596,3/27/24,1487.705555,2308.862069,7.600830939,Right,Trey Cabbage
597,6/1/24,1551.060185,2200.380264,5.665139967,Right,Trey Cabbage
598,10/12/23,1579.664566,1877.912975,6.372838192,Right,Trey Cabbage
599,1/21/24,1378.989042,1872.255723,5.927721513,Right,Trey Cabbage
600,11/4/23,1390.370091,1986.393222,5.43958607,Right,Trey Cabbage
601,12/17/23,1265.895222,2068.208194,3.759077862,Left,Joey Mushroom
602,12/18/23,1440.158648,1991.297643,5.680780171,Left,Joey Mushroom
603,1/22/24,1547.694583,2054.252323,6.93110426,Left,Joey Mushroom
604,10/14/23,1387.008524,1985.583711,7.276968061,Left,Joey Mushroom
605,12/1/23,1396.833994,2061.672673,7.708625419,Left,Joey Mushroom
606,6/7/24,1406.344814,2199.614088,8.562519934,Left,Joey Mushroom
607,4/24/24,1651.196732,1962.369039,6.516533803,Left,Joey Mushroom
608,6/8/24,1602.532017,1995.201815,7.274734052,Left,Joey Mushroom
609,4/8/24,1408.950505,2135.066716,7.709778277,Left,Joey Mushroom
610,5/29/24,1357.502922,2002.527894,8.399582408,Left,Joey Mushroom
611,3/30/24,1352.141376,1854.199791,6.753160938,Left,Joey Mushroom
612,5/16/24,1478.443744,1957.230764,6.176091255,Left,Joey Mushroom
613,3/11/24,1560.629258,2010.406906,6.537780262,Left,Joey Mushroom
614,2/15/24,1401.566531,2057.154018,5.530944606,Left,Joey Mushroom
615,2/19/24,1472.079546,1966.765984,6.875871184,Left,Joey Mushroom
616,1/29/24,1474.585329,2002.564052,5.640636428,Left,Joey Mushroom
617,12/14/23,1632.420673,2036.270849,7.02489073,Left,Joey Mushroom
618,12/2/23,1353.24705,2109.292698,8.399382228,Left,Joey Mushroom
619,5/15/24,1469.836253,2007.574614,4.844356299,Left,Joey Mushroom
620,3/3/24,1438.628322,2008.92969,8.245530255,Left,Joey Mushroom
621,10/5/23,1433.569989,2010.560285,3.927481028,Left,Joey Mushroom
622,10/22/23,1609.789905,2105.924954,8.783435222,Left,Joey Mushroom
623,2/21/24,1693.015455,1958.581922,6.895994376,Left,Joey Mushroom
624,12/10/23,1443.39775,2239.093726,8.536415304,Left,Joey Mushroom
625,4/25/24,1440.570147,2089.504121,7.522530379,Left,Joey Mushroom
626,3/29/24,1588.607913,2041.458354,8.033063986,Left,Joey Mushroom
627,4/4/24,1574.711224,2012.939616,6.773012072,Left,Joey Mushroom
628,11/8/23,1359.149461,2141.884837,9.530078506,Left,Joey Mushroom
629,5/17/24,1632.931105,2010.679622,6.74412472,Left,Joey Mushroom
630,11/10/23,1540.933448,2021.406053,6.939478869,Left,Joey Mushroom
631,1/3/24,1516.489609,1865.989692,4.616220016,Left,Joey Mushroom
632,1/30/24,1263.990274,1933.355369,9.690884598,Left,Joey Mushroom
633,10/31/23,1617.528064,2021.412717,6.46626804,Left,Joey Mushroom
634,10/10/23,1518.371985,2012.802594,8.578951332,Left,Joey Mushroom
635,5/14/24,1314.873566,1945.296591,5.796364267,Left,Joey Mushroom
636,11/27/23,1489.4386,2022.359844,6.173090359,Left,Joey Mushroom
637,10/30/23,1497.351137,2121.782769,7.073794265,Left,Joey Mushroom
638,11/28/23,1523.546926,1940.613977,7.572938013,Left,Joey Mushroom
639,3/12/24,1502.276114,1984.817212,6.198889435,Left,Joey Mushroom
640,5/11/24,1623.636782,2027.215273,5.430961053,Left,Joey Mushroom
641,4/5/24,1353.041972,1983.411861,5.398229306,Left,Joey Mushroom
642,11/18/23,1563.114321,1933.684564,5.098703142,Left,Joey Mushroom
643,2/24/24,1593.527995,2100.935743,6.377168788,Left,Joey Mushroom
644,4/15/24,1601.16263,2024.7301,7.705688367,Left,Joey Mushroom
645,5/25/24,1430.374879,2139.045528,8.746479208,Left,Joey Mushroom
646,11/13/23,1518.536221,2065.582615,5.792896199,Left,Joey Mushroom
647,5/4/24,1437.522777,1997.089912,5.790247625,Left,Joey Mushroom
648,10/19/23,1559.635509,1996.465873,7.195658629,Left,Joey Mushroom
649,4/26/24,1424.561086,2153.527798,6.645839776,Left,Joey Mushroom
650,2/3/24,1539.155989,2069.57891,8.508384013,Left,Joey Mushroom
651,3/5/24,1662.246639,2091.711481,10.68402166,Left,Joey Mushroom
652,4/11/24,1501.469579,1928.168594,7.288493165,Left,Joey Mushroom
653,6/12/24,1587.774351,2095.221798,5.712451662,Left,Joey Mushroom
654,5/10/24,1408.558661,2219.673898,6.794186653,Left,Joey Mushroom
655,12/5/23,1386.719507,1910.248886,6.494447285,Left,Joey Mushroom
656,2/18/24,1366.007685,2071.401632,6.370877784,Left,Joey Mushroom
657,10/28/23,1417.209472,2119.633199,7.817256588,Left,Joey Mushroom
658,6/18/24,1625.142494,2115.763793,7.273059256,Left,Joey Mushroom
659,3/19/24,1434.033294,1903.79227,7.065687063,Left,Joey Mushroom
660,3/2/24,1411.442678,2077.573394,6.382308426,Left,Joey Mushroom
661,5/27/24,1381.888391,2039.351106,6.562225183,Left,Joey Mushroom
662,3/25/24,1562.888191,2057.395973,8.285093007,Left,Joey Mushroom
663,2/11/24,1388.436792,1962.226021,7.640477372,Left,Joey Mushroom
664,1/1/24,1579.203897,2249.559073,5.868372628,Left,Joey Mushroom
665,5/19/24,1497.95716,2037.848981,7.703864611,Left,Joey Mushroom
666,3/15/24,1499.916826,1963.463573,6.762636568,Left,Joey Mushroom
667,2/23/24,1541.892316,1980.614758,6.970098227,Left,Joey Mushroom
668,3/21/24,1542.533568,2004.21976,8.526009274,Left,Joey Mushroom
669,5/7/24,1566.397574,2103.868833,5.857251987,Left,Joey Mushroom
670,10/29/23,1650.168827,2035.454429,5.223332122,Left,Joey Mushroom
671,3/23/24,1627.509035,1902.294582,7.741777285,Left,Joey Mushroom
672,2/1/24,1590.886916,2008.842783,5.104561236,Left,Joey Mushroom
673,1/15/24,1653.893827,2045.193658,6.912792481,Left,Joey Mushroom
674,6/17/24,1281.686524,1985.235221,5.680482664,Left,Joey Mushroom
675,6/20/24,1409.80125,1959.823757,8.361151394,Left,Joey Mushroom
676,4/10/24,1363.562297,2221.613027,7.623286448,Left,Joey Mushroom
677,12/21/23,1433.154233,2122.15876,4.663994295,Left,Joey Mushroom
678,11/29/23,1355.824074,2063.421721,8.849450205,Left,Joey Mushroom
679,10/9/23,1589.908547,1851.338884,7.450558063,Left,Joey Mushroom
680,1/11/24,1638.116156,2055.89972,6.77050023,Left,Joey Mushroom
681,4/28/24,1302.796939,1892.047183,7.283248469,Left,Joey Mushroom
682,1/9/24,1677.008487,2156.263743,6.457969733,Left,Joey Mushroom
683,5/18/24,1570.937985,1977.396464,4.94966316,Left,Joey Mushroom
684,1/31/24,1440.477607,1970.314751,7.570557193,Left,Joey Mushroom
685,12/8/23,1457.824611,1965.61956,4.876807297,Left,Joey Mushroom
686,6/2/24,1550.613325,2014.640984,8.241735867,Left,Joey Mushroom
687,2/10/24,1527.359817,2096.50842,8.905910876,Left,Joey Mushroom
688,10/21/23,1740.871036,2050.455764,5.524592706,Left,Joey Mushroom
689,12/20/23,1487.394893,2030.026815,7.607358045,Left,Joey Mushroom
690,6/4/24,1522.243066,2024.339808,7.454474011,Left,Joey Mushroom
691,3/28/24,1469.024045,1999.417248,4.870838278,Left,Joey Mushroom
692,12/29/23,1383.751299,1862.71288,6.130945968,Left,Joey Mushroom
693,1/12/24,1525.958316,2052.063998,6.940302528,Left,Joey Mushroom
694,10/17/23,1594.077409,2009.262331,6.854574022,Left,Joey Mushroom
695,11/17/23,1526.529596,2024.143642,6.962355415,Left,Joey Mushroom
696,3/27/24,1464.300975,2167.196452,6.253454829,Left,Joey Mushroom
697,6/1/24,1517.093563,2038.72177,7.467025899,Left,Joey Mushroom
698,10/12/23,1633.364936,2081.336124,6.192325574,Left,Joey Mushroom
699,1/21/24,1402.998236,2016.030268,6.214297247,Left,Joey Mushroom
700,11/4/23,1747.564641,2012.79647,7.306216034,Left,Joey Mushroom
701,12/17/23,1646.46449,2031.378214,6.963688942,Right,Joey Mushroom
702,12/18/23,1530.29429,1873.538589,6.318781963,Right,Joey Mushroom
703,1/22/24,1534.868532,2306.962503,5.210573822,Right,Joey Mushroom
704,10/14/23,1546.028881,2072.508457,5.659961033,Right,Joey Mushroom
705,12/1/23,1607.781795,2178.168422,6.274354872,Right,Joey Mushroom
706,6/7/24,1088.515608,1944.19859,5.86806732,Right,Joey Mushroom
707,4/24/24,1458.418507,2036.012086,4.703701785,Right,Joey Mushroom
708,6/8/24,1690.363917,1933.370241,5.742862859,Right,Joey Mushroom
709,4/8/24,1509.595216,2089.813923,7.751793221,Right,Joey Mushroom
710,5/29/24,1463.854978,1760.485798,5.966027836,Right,Joey Mushroom
711,3/30/24,1334.466924,2024.552686,4.276742616,Right,Joey Mushroom
712,5/16/24,1640.680369,2112.758039,5.801046448,Right,Joey Mushroom
713,3/11/24,1451.649693,1763.364025,5.005349302,Right,Joey Mushroom
714,2/15/24,1521.368165,1870.829865,6.025319368,Right,Joey Mushroom
715,2/19/24,1533.994143,1790.442156,6.599121021,Right,Joey Mushroom
716,1/29/24,1466.143801,2041.991848,2.309323074,Right,Joey Mushroom
717,12/14/23,1444.800704,1946.934548,6.204925654,Right,Joey Mushroom
718,12/2/23,1478.093461,2202.104907,5.904443715,Right,Joey Mushroom
719,5/15/24,1531.306697,2124.683984,5.623737901,Right,Joey Mushroom
720,3/3/24,1662.050709,1981.539098,7.853878573,Right,Joey Mushroom
721,10/5/23,1549.366267,1999.291652,6.432891741,Right,Joey Mushroom
722,10/22/23,1380.36655,1977.953101,4.279900367,Right,Joey Mushroom
723,2/21/24,1482.136844,2156.602813,7.024254471,Right,Joey Mushroom
724,12/10/23,1263.819087,2119.373165,4.526714346,Right,Joey Mushroom
725,4/25/24,1309.614286,2141.399302,6.63855753,Right,Joey Mushroom
726,3/29/24,1293.934981,1800.567658,4.597561329,Right,Joey Mushroom
727,4/4/24,1837.808202,1987.397685,6.917196049,Right,Joey Mushroom
